Variant,Date Hour and Minute,Source / Medium,City,Sessions,ga:goal14Completions,ga:goal17Completions,ga:goal18Completions
0,202304121050,google / organic,Moscow,0,0,0,0
0,202304121051,google / cpc,Minsk,0,0,0,0
0,202304121051,google / organic,Moscow,0,0,0,0
0,202304121052,google / organic,Voronezh,1,0,0,0
0,202304121053,google / organic,Moscow,0,0,1,0
0,202304121053,google / organic,Voronezh,0,0,0,0
0,202304121054,google / organic,Frankfurt,1,0,0,0
0,202304121054,google / organic,Los Angeles,0,0,0,0
0,202304121055,(direct) / (none),Domodedovo,1,0,0,0
0,202304121055,google / organic,(not set),0,0,1,0
0,202304121055,google / organic,Domodedovo,1,0,0,0
0,202304121056,(direct) / (none),Domodedovo,0,0,0,0
0,202304121056,google / cpc,Izmir,1,0,0,0
0,202304121056,google / organic,Thap Ma,0,0,0,0
0,202304121057,google / cpc,Izmir,0,0,0,0
0,202304121057,google / organic,Voronezh,0,0,0,0
0,202304121058,(direct) / (none),Nizhny Novgorod,1,0,0,0
0,202304121058,google / organic,Voronezh,0,0,0,0
0,202304121059,(direct) / (none),Domodedovo,0,0,0,0
0,202304121100,yandex / cpc,Moscow,1,0,0,0
0,202304121101,(direct) / (none),(not set),1,0,0,0
0,202304121101,google / organic,Voronezh,0,0,0,0
0,202304121102,(direct) / (none),(not set),0,0,0,0
0,202304121102,google / organic,Los Angeles,0,0,0,0
0,202304121103,(direct) / (none),Nizhny Novgorod,0,0,0,0
0,202304121103,edpartners / cpa,Thap Ma,1,0,0,0
0,202304121103,yandex / cpc,Novy Urengoy,1,0,0,0
0,202304121104,edpartners / cpa,Thap Ma,0,0,1,0
0,202304121104,google / cpc,Los Angeles,1,0,0,0
0,202304121104,google / organic,Khabarovsk,1,0,0,0
0,202304121104,yandex / cpc,Novy Urengoy,0,0,0,0
0,202304121105,(direct) / (none),(not set),0,0,0,0
0,202304121105,(direct) / (none),Nizhny Novgorod,0,0,0,0
0,202304121105,google / cpc,Los Angeles,0,0,0,0
0,202304121105,google / organic,Krasnodar,1,0,0,0
0,202304121106,(direct) / (none),Nizhny Novgorod,0,0,0,0
0,202304121106,google / cpc,Los Angeles,0,0,0,0
0,202304121106,google / organic,Krasnodar,0,0,0,0
0,202304121107,(direct) / (none),(not set),0,0,1,0
0,202304121107,(direct) / (none),Nizhny Novgorod,0,0,0,0
0,202304121107,edpartners / cpa,Thap Ma,0,0,0,0
0,202304121108,edpartners / cpa,Thap Ma,0,0,0,0
0,202304121109,google / organic,Saint Petersburg,1,0,0,0
0,202304121110,advcake / cpa,Tyumen,1,0,0,0
0,202304121110,google / cpc,(not set),1,0,0,0
0,202304121110,google / organic,Voronezh,0,0,0,0
0,202304121111,google / cpc,(not set),0,0,0,0
0,202304121111,google / cpc,Coquitlam,1,0,0,0
0,202304121112,google / cpc,(not set),0,0,0,0
0,202304121112,google / organic,Singapore,1,0,0,0
0,202304121113,google / cpc,Coquitlam,0,0,0,0
0,202304121113,google / organic,Saint Petersburg,0,0,0,0
0,202304121114,google / organic,Saint Petersburg,1,0,0,0
0,202304121115,edpartners / cpa,Thap Ma,0,1,0,1
0,202304121115,google / cpc,Los Angeles,0,0,0,0
0,202304121115,google / organic,Moscow,1,0,0,0
0,202304121116,google / organic,Moscow,0,0,0,0
0,202304121118,google / organic,Moscow,0,0,0,0
0,202304121118,google / organic,Saint Petersburg,0,0,0,0
0,202304121119,alter.ru / referral,Saint Petersburg,1,0,0,0
0,202304121120,ambassadors / chanel,Izmir,1,0,0,0
0,202304121120,blog.alter.ru / referral,Saint Petersburg,1,0,0,0
0,202304121120,newsletter / email,Saint Petersburg,1,0,0,0
0,202304121121,google / cpc,(not set),0,0,0,0
0,202304121121,google / cpc,Los Angeles,0,0,0,0
0,202304121121,google / organic,Saint Petersburg,0,0,0,0
0,202304121121,newsletter / email,Saint Petersburg,0,0,0,0
0,202304121122,newsletter / email,Saint Petersburg,0,0,0,0
0,202304121123,google / organic,Yekaterinburg,1,0,0,0
0,202304121123,newsletter / email,Saint Petersburg,0,0,0,0
0,202304121124,google / cpc,Yerevan,1,0,1,0
0,202304121124,google / organic,Saint Petersburg,1,0,0,0
0,202304121124,google / organic,Tyumen,1,0,0,0
0,202304121125,google / organic,Saint Petersburg,0,0,0,0
0,202304121125,google / organic,Yekaterinburg,0,0,0,0
0,202304121126,advcake / cpa,Irkutsk,1,0,0,0
0,202304121126,google / cpc,Yerevan,0,0,0,0
0,202304121126,google / organic,Tyumen,0,0,0,0
0,202304121127,google / organic,Tyumen,0,0,0,0
0,202304121127,google / organic,Yekaterinburg,0,0,0,0
0,202304121128,advcake / cpa,Irkutsk,0,0,0,0
0,202304121128,google / organic,Yekaterinburg,0,0,0,0
0,202304121129,advcake / cpa,Irkutsk,0,0,0,0
0,202304121129,google / cpc,Bolu,1,0,0,0
0,202304121130,google / cpc,Yerevan,0,1,0,0
0,202304121130,yandex / cpc,Astrakhan,1,0,0,0
0,202304121130,yandex / cpc,Tambov,1,0,0,0
0,202304121130,yandex / cpc,Ufa,1,0,0,0
0,202304121131,yandex / cpc,Astrakhan,0,0,0,0
0,202304121131,yandex / cpc,Ufa,0,0,0,0
0,202304121132,google / organic,Moscow,1,0,0,0
0,202304121132,google / organic,Yekaterinburg,1,0,0,0
0,202304121133,google / organic,Saint Petersburg,0,0,0,0
0,202304121133,yandex / cpc,Ufa,0,0,0,0
0,202304121134,yandex / cpc,Astrakhan,0,0,0,0
0,202304121134,yandex / cpc,Ufa,0,0,0,0
0,202304121135,google / organic,(not set),1,0,0,0
0,202304121135,google / organic,Saint Petersburg,0,0,0,0
0,202304121136,yandex / cpc,Ufa,0,0,0,0
0,202304121137,google / organic,(not set),0,0,0,0
0,202304121137,instagram / influence,Miami,1,0,0,0
0,202304121138,instagram / influence,Miami,0,0,0,0
0,202304121139,blog.alter.ru / referral,Moscow,0,0,0,0
0,202304121139,google / organic,(not set),1,0,0,0
0,202304121139,google / organic,Yekaterinburg,0,0,0,0
0,202304121140,gdeslon / cpa,(not set),1,0,0,0
0,202304121140,google / cpc,(not set),0,0,0,0
0,202304121140,yandex / cpc,Astrakhan,0,0,0,0
0,202304121141,advcake / cpa,Paris,1,0,0,0
0,202304121141,google / organic,Yakutsk,1,0,0,0
0,202304121141,instagram / influence,Miami,0,0,0,0
0,202304121142,google / organic,Yakutsk,0,0,0,0
0,202304121145,instagram / influence,Miami,0,0,0,0
0,202304121146,google / cpc,Slough,1,0,0,0
0,202304121147,youtube / influence,(not set),1,0,0,0
0,202304121148,yandex / cpc,Astrakhan,0,0,0,0
0,202304121148,youtube / influence,(not set),0,0,0,0
0,202304121149,google / organic,Volgograd,1,0,0,0
0,202304121149,Unisender / email,Armentieres,1,0,0,0
0,202304121149,youtube / influence,(not set),0,0,0,0
0,202304121150,google / organic,(not set),1,0,0,0
0,202304121150,google / organic,Moscow,1,0,0,0
0,202304121150,google / organic,Tyumen,0,0,0,0
0,202304121150,google / organic,Volgograd,0,0,0,0
0,202304121150,Unisender / email,Armentieres,0,0,0,0
0,202304121151,instagram / influence,Miami,0,0,0,0
0,202304121152,(direct) / (none),Nizhny Novgorod,1,0,0,0
0,202304121152,google / organic,Tbilisi,1,0,0,0
0,202304121152,youtube / influence,Khabarovsk,1,0,0,0
0,202304121153,(direct) / (none),Nizhny Novgorod,0,0,0,0
0,202304121153,google / cpc,Tbilisi,1,0,0,0
0,202304121153,youtube / influence,Khabarovsk,0,0,0,0
0,202304121154,google / organic,Tbilisi,0,0,0,0
0,202304121155,google / cpc,Tbilisi,0,0,0,0
0,202304121156,google / cpc,Tbilisi,0,0,0,0
0,202304121156,google / organic,Moscow,1,0,0,0
0,202304121156,instagram / influence,Bucharest,1,0,0,0
0,202304121156,yandex.ru / referral,Moscow,1,0,0,0
0,202304121156,youtube / influence,Khabarovsk,0,0,0,0
0,202304121157,google / cpc,Tbilisi,0,0,1,0
0,202304121157,instagram / influence,Bucharest,0,0,0,0
0,202304121157,yandex / cpc,Yekaterinburg,1,0,0,0
0,202304121158,yandex / cpc,Domodedovo,1,0,0,0
0,202304121159,yandex / cpc,(not set),1,0,0,0
0,202304121159,yandex / cpc,Yekaterinburg,0,0,0,0
0,202304121200,google / cpc,Tbilisi,0,1,0,1
0,202304121200,instagram / influence,Bucharest,0,0,0,0
0,202304121200,yandex.ru / referral,Tbilisi,1,0,0,0
0,202304121201,instagram / influence,Bucharest,0,0,0,0
0,202304121202,yandex / cpc,Cherepovets,1,0,0,0
0,202304121203,instagram / influence,Bucharest,0,0,0,0
0,202304121203,yandex / cpc,Cherepovets,0,0,0,0
0,202304121204,yandex / cpc,Cherepovets,0,0,0,0
0,202304121205,google / organic,Vladivostok,1,0,0,0
0,202304121205,yandex / cpc,(not set),0,0,0,0
0,202304121205,yandex / cpc,Cherepovets,0,0,0,0
0,202304121206,google / organic,Yakutsk,0,0,0,0
0,202304121206,yandex / cpc,(not set),0,0,0,0
0,202304121207,google / cpc,Sharjah,1,0,0,0
0,202304121207,yandex / cpc,Saint Petersburg,1,0,0,0
0,202304121208,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121208,yandex.ru / referral,Cherepovets,1,0,0,0
0,202304121208,yandex.ru / referral,Moscow,1,0,0,0
0,202304121209,content_letter / email,Moscow,1,0,0,0
0,202304121209,google / cpc,Sharjah,0,0,0,0
0,202304121209,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121209,yandex.ru / referral,Moscow,0,0,0,0
0,202304121210,blog.alter.ru / referral,Moscow,1,0,0,0
0,202304121210,content_letter / email,Moscow,0,0,0,0
0,202304121210,newsletter / email,Tbilisi,1,0,0,0
0,202304121211,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121212,(direct) / (none),Bremen,1,0,0,0
0,202304121212,google / organic,Khabarovsk,1,0,0,0
0,202304121212,newsletter / email,Tbilisi,0,0,0,0
0,202304121213,(direct) / (none),Bremen,0,0,0,0
0,202304121213,google / organic,Los Angeles,1,0,0,0
0,202304121213,google / organic,Moscow,0,0,0,0
0,202304121213,newsletter / email,Tbilisi,0,0,0,0
0,202304121214,(direct) / (none),Bremen,0,0,0,0
0,202304121214,google / organic,Khabarovsk,0,0,0,0
0,202304121214,google / organic,Yakutsk,0,0,0,0
0,202304121214,google / organic,Zheleznodorozhny,1,0,0,0
0,202304121214,newsletter / email,Tbilisi,0,0,0,0
0,202304121215,google / organic,Zheleznodorozhny,0,0,0,0
0,202304121215,newsletter / email,Tbilisi,0,0,0,0
0,202304121216,google / organic,(not set),0,0,0,0
0,202304121216,newsletter / email,Tbilisi,0,0,0,0
0,202304121216,yandex.ru / referral,Moscow,0,0,0,0
0,202304121217,google / organic,Zheleznodorozhny,0,0,0,0
0,202304121218,google / organic,Zheleznodorozhny,0,0,0,0
0,202304121219,google / organic,(not set),0,0,0,0
0,202304121219,google / organic,Moscow,1,0,0,0
0,202304121220,google / organic,Moscow,0,0,0,0
0,202304121220,google / organic,Yakutsk,0,0,0,0
0,202304121220,google / organic,Yaroslavl,1,0,0,0
0,202304121220,yandex / cpc,Nizhny Novgorod,1,0,0,0
0,202304121222,google / organic,Moscow,0,0,0,0
0,202304121223,(direct) / (none),Moscow,1,0,0,0
0,202304121223,google / organic,Moscow,1,0,0,0
0,202304121226,google / organic,Moscow,1,0,0,0
0,202304121226,google / organic,Nizhny Novgorod,1,0,0,0
0,202304121227,google / organic,Moscow,0,0,0,0
0,202304121227,google / organic,Perm,1,0,0,0
0,202304121228,google / organic,Moscow,0,0,0,0
0,202304121228,google / organic,Nizhny Novgorod,0,0,0,0
0,202304121228,google / organic,Perm,0,0,0,0
0,202304121229,(direct) / (none),Moscow,1,0,0,0
0,202304121229,google / organic,Moscow,0,0,0,0
0,202304121229,google / organic,Novosibirsk,1,0,0,0
0,202304121229,google / organic,Perm,0,0,0,0
0,202304121230,google / organic,Novosibirsk,0,0,0,0
0,202304121230,google / organic,Perm,0,0,0,0
0,202304121231,(direct) / (none),Saint Petersburg,1,0,0,0
0,202304121231,google / organic,Perm,0,0,0,0
0,202304121232,yandex.ru / referral,Moscow,0,0,0,0
0,202304121233,(direct) / (none),Moscow,1,0,0,0
0,202304121233,yandex / cpc,Moscow,1,0,0,0
0,202304121233,yandex.by / referral,Minsk,1,0,0,0
0,202304121234,google / organic,(not set),1,0,0,0
0,202304121234,google / organic,Nizhny Novgorod,0,0,0,0
0,202304121234,google / organic,Novosibirsk,0,0,0,0
0,202304121234,yandex / cpc,Moscow,0,0,0,0
0,202304121235,(direct) / (none),Moscow,0,0,0,0
0,202304121235,(direct) / (none),Saint Petersburg,1,0,0,0
0,202304121235,google / organic,(not set),0,0,0,0
0,202304121236,(direct) / (none),Chelyabinsk,1,0,0,0
0,202304121236,google / organic,Novosibirsk,0,0,0,0
0,202304121236,yandex / cpc,Moscow,0,0,0,0
0,202304121237,(direct) / (none),Chelyabinsk,0,0,0,0
0,202304121238,(direct) / (none),Chelyabinsk,0,0,0,0
0,202304121238,(direct) / (none),Saint Petersburg,0,0,0,0
0,202304121238,journal.tinkoff.ru / referral,Domodedovo,1,0,0,0
0,202304121239,google / organic,Moscow,1,0,0,0
0,202304121239,google / organic,Novosibirsk,0,0,0,0
0,202304121239,google / organic,Yakutsk,0,0,1,0
0,202304121239,yandex / cpc,Kazan,1,0,0,0
0,202304121240,google / organic,Moscow,0,0,0,0
0,202304121240,google / organic,Yekaterinburg,1,0,0,0
0,202304121241,(direct) / (none),Moscow,0,0,0,0
0,202304121241,google / organic,Yekaterinburg,0,0,0,0
0,202304121243,google / organic,Yekaterinburg,0,0,0,0
0,202304121244,yandex / cpc,Saint Petersburg,1,0,0,0
0,202304121245,google / organic,Yakutsk,0,1,0,0
0,202304121245,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121246,yandex / cpc,Bryansk,1,0,0,0
0,202304121247,google / organic,London,1,0,0,0
0,202304121247,google / organic,Yekaterinburg,0,0,0,0
0,202304121247,yandex / cpc,Bryansk,0,0,0,0
0,202304121248,google / organic,Moscow,1,0,0,0
0,202304121248,yandex / cpc,Bryansk,0,0,0,0
0,202304121248,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121249,ambassadors / chanel,Istanbul,1,0,0,0
0,202304121249,google / organic,Moscow,0,0,0,0
0,202304121249,yandex / cpc,Bryansk,0,0,0,0
0,202304121249,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121250,google / organic,Yakutsk,0,0,0,0
0,202304121251,yandex / cpc,Moscow,0,0,0,0
0,202304121252,(direct) / (none),Lappeenranta,1,0,0,0
0,202304121253,(direct) / (none),Lappeenranta,0,0,0,0
0,202304121253,google / organic,Moscow,1,0,0,0
0,202304121253,google / organic,Nizhny Novgorod,1,0,0,0
0,202304121253,yandex / cpc,Moscow,0,0,0,0
0,202304121254,google / organic,Moscow,1,0,0,0
0,202304121254,google / organic,Yekaterinburg,1,0,0,0
0,202304121255,google / organic,Moscow,0,0,0,0
0,202304121256,google / organic,Moscow,0,0,0,0
0,202304121256,yandex / cpc,Moscow,1,0,0,0
0,202304121257,(direct) / (none),Lappeenranta,0,0,0,0
0,202304121257,advcake / cpa,Aramil,1,0,0,0
0,202304121258,(direct) / (none),Podgorica,1,0,0,0
0,202304121259,(direct) / (none),Podgorica,0,0,0,0
0,202304121259,advcake / cpa,Aramil,0,0,0,0
0,202304121259,edpartners / cpa,Moscow,1,0,0,0
0,202304121259,peopletalk-ru.turbopages.org / referral,Ufa,1,0,0,0
0,202304121300,edpartners / cpa,Moscow,0,0,1,0
0,202304121300,yandex / cpc,Bryansk,1,0,0,0
0,202304121301,advcake / cpa,Aramil,0,0,0,0
0,202304121301,edpartners / cpa,Moscow,0,0,0,0
0,202304121301,peopletalk-ru.turbopages.org / referral,Ufa,0,0,0,0
0,202304121301,yandex.ru / referral,Kaluga,1,0,0,0
0,202304121302,(direct) / (none),Podgorica,0,0,0,0
0,202304121302,newsletter / email,Tbilisi,0,0,1,0
0,202304121302,yandex / cpc,Saint Petersburg,1,0,0,0
0,202304121303,advcake / cpa,Aramil,0,0,0,0
0,202304121303,edpartners / cpa,Moscow,0,0,0,0
0,202304121303,Unisender / email,Armentieres,1,0,0,0
0,202304121304,(direct) / (none),Lappeenranta,0,0,0,0
0,202304121304,google / organic,Rostov-on-Don,1,0,0,0
0,202304121304,Unisender / email,Armentieres,0,0,1,0
0,202304121305,google / organic,Moscow,1,0,0,0
0,202304121305,google / organic,Rostov-on-Don,0,0,0,0
0,202304121305,youtube / influence,Tyumen,1,0,0,0
0,202304121306,google / organic,Moscow,0,0,0,0
0,202304121306,newsletter / email,Tbilisi,0,0,0,0
0,202304121306,Unisender / email,Armentieres,0,0,0,0
0,202304121306,youtube / influence,Tyumen,0,0,0,0
0,202304121307,google / organic,Rostov-on-Don,0,0,0,0
0,202304121308,(direct) / (none),Lappeenranta,0,0,0,0
0,202304121308,google / organic,Moscow,1,0,0,0
0,202304121308,google / organic,Rostov-on-Don,0,0,0,0
0,202304121308,youtube / influence,Tyumen,0,0,0,0
0,202304121309,google / organic,Moscow,0,0,0,0
0,202304121310,google / organic,Moscow,1,0,0,0
0,202304121310,youtube / influence,Tyumen,0,0,0,0
0,202304121312,advcake / cpa,Aramil,0,0,0,0
0,202304121312,journal.tinkoff.ru / referral,(not set),1,0,0,0
0,202304121313,(direct) / (none),Lappeenranta,0,0,0,0
0,202304121313,(direct) / (none),Moscow,0,0,0,0
0,202304121314,google / organic,Saint Petersburg,1,0,0,0
0,202304121315,blog.alter.ru / referral,Domodedovo,1,0,0,0
0,202304121315,edpartners / cpa,Moscow,0,1,0,1
0,202304121315,google / organic,Moscow,0,0,0,0
0,202304121315,journal.tinkoff.ru / referral,(not set),0,0,0,0
0,202304121315,newsletter / email,Tbilisi,0,1,0,1
0,202304121315,Unisender / email,Armentieres,0,1,0,1
0,202304121315,youtube / influence,Milan,1,0,0,0
0,202304121315,youtube / influence,Tyumen,0,0,0,0
0,202304121316,google / organic,Saint Petersburg,0,0,0,0
0,202304121317,google / organic,Saint Petersburg,0,0,0,0
0,202304121317,journal.tinkoff.ru / referral,(not set),0,0,0,0
0,202304121317,youtube / influence,Milan,0,0,0,0
0,202304121320,google / organic,Moscow,1,0,0,0
0,202304121320,youtube / influence,Milan,0,0,0,0
0,202304121321,google / cpc,Tbilisi,1,0,0,0
0,202304121321,google / organic,Moscow,0,0,0,0
0,202304121321,google / organic,Nizhny Novgorod,0,0,0,0
0,202304121322,google / cpc,Tbilisi,0,0,0,0
0,202304121323,journal.tinkoff.ru / referral,(not set),0,0,0,0
0,202304121323,yandex / cpc,Aramil,1,0,0,0
0,202304121324,google / organic,Saint Petersburg,1,0,0,0
0,202304121325,(direct) / (none),Saint Petersburg,1,0,0,0
0,202304121325,advcake / cpa,Saint Petersburg,1,0,0,0
0,202304121325,google / organic,Saint Petersburg,0,0,0,0
0,202304121325,instagram / smm,Tashkent,1,0,0,0
0,202304121325,yandex / cpc,Moscow,1,0,0,0
0,202304121326,(direct) / (none),Saint Petersburg,0,0,0,0
0,202304121326,advcake / cpa,Saint Petersburg,0,0,0,0
0,202304121326,instagram / smm,Tashkent,0,0,0,0
0,202304121326,yandex / cpc,Moscow,0,0,0,0
0,202304121327,google / organic,(not set),1,0,0,0
0,202304121328,(direct) / (none),Moscow,1,0,0,0
0,202304121328,advcake / cpa,Saint Petersburg,0,0,0,0
0,202304121328,google / organic,(not set),0,0,0,0
0,202304121328,yandex / cpc,Moscow,0,0,0,0
0,202304121329,(direct) / (none),Saint Petersburg,0,0,0,0
0,202304121329,google / organic,(not set),0,0,0,0
0,202304121329,instagram / smm,Tashkent,0,0,0,0
0,202304121329,yandex / cpc,Moscow,0,0,0,0
0,202304121330,google / organic,Yekaterinburg,0,0,0,0
0,202304121333,google / organic,Netanya,1,0,0,0
0,202304121333,welcome-email / email,Montreal,1,0,0,0
0,202304121334,(direct) / (none),Antalya,1,0,0,0
0,202304121334,google / organic,Netanya,0,0,0,0
0,202304121334,google / organic,Saint Petersburg,1,0,0,0
0,202304121334,welcome-email / email,Montreal,0,0,0,0
0,202304121335,google / organic,(not set),0,0,0,0
0,202304121335,google / organic,Netanya,0,0,0,0
0,202304121335,google / organic,Saint Petersburg,0,0,0,0
0,202304121336,(direct) / (none),Antalya,0,0,0,0
0,202304121336,(direct) / (none),Saint Petersburg,0,0,0,0
0,202304121336,google / organic,Netanya,0,0,0,0
0,202304121336,google / organic,Nizhny Novgorod,1,0,0,0
0,202304121336,google / organic,Tver,1,0,0,0
0,202304121337,welcome-email / email,Montreal,0,0,0,0
0,202304121339,(direct) / (none),Moscow,1,0,0,0
0,202304121339,google / organic,Moscow,1,0,0,0
0,202304121339,instagram / influence,Denpasar,1,0,0,0
0,202304121340,(direct) / (none),Krasnodar,1,0,0,0
0,202304121340,google / organic,Moscow,0,0,0,0
0,202304121340,instagram / influence,Denpasar,0,0,0,0
0,202304121340,youtube / influence,Wroclaw,1,0,0,0
0,202304121342,google / organic,(not set),1,0,0,0
0,202304121342,google / organic,Netanya,0,0,0,0
0,202304121342,instagram / influence,Denpasar,0,0,0,0
0,202304121343,instagram / influence,Denpasar,0,0,0,0
0,202304121344,(direct) / (none),Moscow,1,0,0,0
0,202304121344,yandex / cpc,Kazan,1,0,0,0
0,202304121345,(direct) / (none),Moscow,1,0,0,0
0,202304121345,advcake / cpa,Saint Petersburg,0,0,1,0
0,202304121345,google / organic,Netanya,0,0,0,0
0,202304121345,yandex / cpc,Kazan,0,0,0,0
0,202304121346,(direct) / (none),Moscow,0,0,0,0
0,202304121346,google / cpc,Abu Dhabi,1,0,0,0
0,202304121346,google / organic,Saint Petersburg,1,0,0,0
0,202304121346,welcome-email / email,Montreal,0,0,0,0
0,202304121346,yandex / cpc,Kazan,0,0,0,0
0,202304121347,(direct) / (none),Moscow,0,0,0,0
0,202304121347,google / organic,Saint Petersburg,0,0,0,0
0,202304121348,(direct) / (none),Moscow,0,0,0,0
0,202304121348,google / organic,Saint Petersburg,0,0,0,0
0,202304121348,welcome-email / email,Montreal,0,0,0,0
0,202304121349,google / organic,(not set),1,0,0,0
0,202304121349,google / organic,Saint Petersburg,0,0,0,0
0,202304121349,welcome-email / email,Montreal,0,0,0,0
0,202304121350,google / cpc,Dubai,1,0,0,0
0,202304121351,google / organic,(not set),0,0,0,0
0,202304121351,google / organic,Saint Petersburg,1,0,0,0
0,202304121351,yandex / cpc,Saint Petersburg,1,0,0,0
0,202304121352,google / cpc,Dubai,0,0,0,0
0,202304121352,google / organic,Moscow,1,0,0,0
0,202304121353,google / organic,(not set),1,0,0,0
0,202304121353,google / organic,Saint Petersburg,0,0,0,0
0,202304121353,inst / ambassador,Tbilisi,1,0,0,0
0,202304121353,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121354,(direct) / (none),Podgorica,1,0,0,0
0,202304121354,google / organic,(not set),0,0,0,0
0,202304121354,inst / ambassador,Tbilisi,0,0,0,0
0,202304121355,google / organic,(not set),0,0,0,0
0,202304121356,(direct) / (none),Samara,1,0,0,0
0,202304121356,google / organic,(not set),0,0,0,0
0,202304121356,google / organic,Nizhny Novgorod,1,0,0,0
0,202304121357,google / organic,Moscow,0,0,0,0
0,202304121357,inst / ambassador,Tbilisi,0,0,0,0
0,202304121358,google / organic,(not set),0,0,1,0
0,202304121358,google / organic,Nizhny Novgorod,0,0,0,0
0,202304121358,inst / ambassador,Tbilisi,0,0,0,0
0,202304121359,journal.tinkoff.ru / referral,(not set),1,0,0,0
0,202304121400,google / organic,(not set),0,1,0,1
0,202304121400,inst / ambassador,Tbilisi,0,0,0,0
0,202304121400,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121401,google / organic,Baku,1,0,0,0
0,202304121401,google / organic,Saint Petersburg,0,0,1,0
0,202304121401,telegram / smm,Moscow,1,0,0,0
0,202304121401,yandex / cpc,Saint Petersburg,0,0,0,0
0,202304121402,(direct) / (none),Moscow,1,0,0,0
0,202304121402,google / organic,Saint Petersburg,0,0,0,0
0,202304121402,telegram / smm,Moscow,0,0,0,0
0,202304121403,(direct) / (none),Moscow,0,0,0,0
0,202304121403,gdeslon / cpa,Novoe Devyatkino,1,0,0,0
0,202304121403,google / cpc,Dubai,0,0,0,0
0,202304121404,(direct) / (none),Moscow,0,0,0,0
0,202304121404,gdeslon / cpa,Novoe Devyatkino,0,0,0,0
0,202304121404,google / cpc,Dubai,0,0,0,0
0,202304121404,inst / ambassador,Tbilisi,0,0,0,0
0,202304121405,google / cpc,Dubai,0,0,0,0
0,202304121405,google / organic,Nizhny Novgorod,0,0,0,0
0,202304121406,(direct) / (none),Moscow,0,0,0,0
0,202304121407,gdeslon / cpa,Novoe Devyatkino,0,0,0,0
0,202304121407,google / organic,Moscow,0,0,0,0
0,202304121407,newsletter / email,Protvino,1,0,0,0
0,202304121408,(direct) / (none),Tver,1,0,0,0
0,202304121408,gdeslon / cpa,Novoe Devyatkino,0,0,0,0
0,202304121408,newsletter / email,Protvino,1,0,0,0
0,202304121408,Unisender / email,Protvino,1,0,0,0
0,202304121409,(direct) / (none),Moscow,0,0,1,0
0,202304121409,(direct) / (none),Tver,0,0,0,0
0,202304121409,gdeslon / cpa,Novoe Devyatkino,0,0,0,0
0,202304121409,google / organic,Moscow,0,0,0,0
0,202304121409,newsletter / email,Protvino,0,0,0,0
0,202304121410,gdeslon / cpa,Novoe Devyatkino,0,0,0,0
0,202304121410,google / organic,Singapore,1,0,0,0
0,202304121410,newsletter / email,Protvino,0,0,0,0
0,202304121411,(direct) / (none),Moscow,0,0,0,0
0,202304121412,(direct) / (none),(not set),1,0,0,0
0,202304121412,edpartners / cpa,Moscow,1,0,1,0
0,202304121412,gdeslon / cpa,Novoe Devyatkino,0,0,0,0
0,202304121412,newsletter / email,Protvino,0,0,0,0
0,202304121413,(direct) / (none),(not set),0,0,0,0
0,202304121413,advcake / cpa,Sochi,1,0,0,0
0,202304121413,google / organic,Melbourne,1,0,0,0
0,202304121413,newsletter / email,Protvino,0,0,0,0
0,202304121414,(direct) / (none),(not set),0,0,0,0
0,202304121414,edpartners / cpa,Moscow,0,0,0,0
0,202304121414,google / organic,Melbourne,0,0,0,0
0,202304121415,(direct) / (none),Moscow,0,1,0,0
0,202304121415,edpartners / cpa,Moscow,0,1,0,1
0,202304121415,edpartners / cpa,Thap Ma,1,0,0,0
0,202304121415,google / organic,Saint Petersburg,0,1,0,0
0,202304121417,trigger_letter / email,Istanbul,1,0,0,0
0,202304121418,google / organic,Livorno,1,0,0,0
0,202304121419,google / cpc,Bat Yam,1,0,0,0
0,202304121419,google / organic,Livorno,0,0,0,0
0,202304121420,google / organic,Moscow,1,0,0,0
0,202304121421,blog.alter.ru / referral,Moscow,1,0,0,0
0,202304121421,google / organic,Livorno,0,0,0,0
0,202304121421,google / organic,Moscow,0,0,0,0
0,202304121422,google / organic,Moscow,1,0,0,0
0,202304121423,google / organic,Moscow,0,0,0,0
0,202304121424,(direct) / (none),(not set),1,0,0,0
0,202304121424,google / organic,Moscow,0,0,0,0
0,202304121425,(direct) / (none),(not set),0,0,0,0
0,202304121425,google / organic,Moscow,0,0,0,0
0,202304121425,google / organic,Omsk,1,0,0,0
0,202304121426,google / organic,Omsk,0,0,0,0
0,202304121426,newsletter / email,Protvino,0,0,1,0
0,202304121426,promo_letter / email,(not set),1,0,0,0
0,202304121427,(direct) / (none),(not set),0,0,0,0
0,202304121427,promo_letter / email,(not set),0,0,0,0
0,202304121427,telegram / hr_channel,Tampere,1,0,0,0
0,202304121428,google / organic,Saint Petersburg,1,0,0,0
0,202304121428,promo_letter / email,(not set),0,0,0,0
0,202304121428,telegram / hr_channel,Tampere,0,0,0,0
0,202304121428,yandex / cpc,Saint Petersburg,1,0,0,0
